individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
21282,30,Male,University,No,Employed,5,Yes,No,Yes,No,3,Low,Moderate,Fair,Limited Education,12,13231.0,87.0
21283,24,Female,University,No,Unemployed,6,No,Yes,No,No,4,Low,Moderate,Fair,Discrimination,12,8206.0,58.0
21284,25,Female,Secondary,Yes,Unemployed,2,No,No,Yes,No,5,Medium,High,Poor,Low Market Demand,12,3910.0,39.0
21285,31,Male,Tvet,No,Unemployed,3,No,No,Yes,No,4,Low,High,Fair,Discrimination,12,7020.0,54.0
21286,29,Female,University,No,Employed,10,No,No,No,Yes,0,Low,Moderate,Poor,Low Market Demand,12,15170.0,100.0
21287,26,Male,Secondary,Yes,Self-employed,2,No,Yes,No,Yes,1,High,High,Fair,Lack of Capital,12,10437.0,56.0
21288,31,Female,Primary,Yes,Unemployed,12,No,No,No,No,0,High,Low,Fair,Movement Restriction,12,11961.0,60.0
21289,23,Male,Unknown,Yes,Employed,19,No,No,Yes,No,2,Low,Low,Good,Movement Restriction,12,8472.0,54.0
21290,32,Female,Secondary,No,Unemployed,11,No,Yes,No,No,4,Medium,High,Fair,Lack of Capital,12,1032.0,14.0
21291,30,Male,Secondary,Yes,Self-employed,2,No,No,Yes,No,1,Low,Low,Poor,Movement Restriction,8,12690.0,80.0
21292,24,Female,Primary,Yes,Unemployed,7,No,No,No,No,0,Medium,Low,Poor,Low Market Demand,1,4226.0,45.0
21293,28,Female,College,No,Self-employed,17,No,No,No,No,2,Medium,Moderate,Poor,Low Market Demand,12,6292.0,53.0
21294,27,Male,Primary,Yes,Self-employed,3,No,No,No,No,4,Low,Moderate,Fair,Discrimination,8,11429.0,84.0
21295,18,Male,Tvet,No,Employed,2,No,No,Yes,No,4,High,Low,Good,No Work Permit,12,20678.0,100.0
21296,24,Female,Secondary,Yes,Unemployed,18,Yes,No,No,No,4,Medium,Moderate,Poor,Limited Education,12,6241.0,41.0
21297,35,Male,Primary,No,Employed,7,No,Yes,Yes,No,0,Medium,High,Good,No Work Permit,9,12130.0,87.0
21298,20,Female,Secondary,Yes,Employed,14,No,No,No,No,3,Low,Moderate,Fair,Lack of Capital,12,11386.0,76.0
21299,26,Female,Unknown,No,Employed,5,Yes,Yes,No,Yes,3,Low,High,Good,No Work Permit,11,3123.0,36.0
21300,22,Female,College,No,Unemployed,2,Yes,Yes,Yes,No,0,Medium,High,Poor,No Work Permit,1,1695.0,20.0
21301,30,Female,University,No,Employed,19,No,No,No,No,5,Medium,Moderate,Fair,Limited Education,12,17311.0,100.0
21302,33,Female,Unknown,Yes,Unemployed,2,No,No,No,No,5,High,High,Fair,Lack of Capital,12,5577.0,81.0
21303,33,Female,Tvet,No,Unemployed,5,No,No,Yes,No,3,Low,Moderate,Poor,Movement Restriction,12,6090.0,50.0
21304,29,Female,Tvet,No,Self-employed,5,No,No,Yes,No,5,Medium,High,Poor,Lack of Capital,4,9342.0,70.0
21305,35,Male,Unknown,Yes,Unemployed,5,No,Yes,No,Yes,2,Medium,High,Fair,Discrimination,2,11673.0,84.0
21306,28,Male,College,No,Self-employed,19,No,No,No,No,4,Low,Moderate,Fair,Lack of Capital,11,10954.0,56.0
21307,34,Male,Unknown,Yes,Self-employed,19,No,No,Yes,No,5,Low,High,Fair,Limited Education,12,15216.0,100.0
21308,24,Female,Unknown,No,Employed,19,No,No,No,No,1,Low,High,Fair,Limited Education,12,12703.0,89.0
21309,32,Male,Secondary,No,Self-employed,17,No,No,Yes,No,5,High,Low,Fair,Low Market Demand,12,9482.0,61.0
21310,23,Male,Tvet,Yes,Employed,13,No,No,Yes,No,1,High,Moderate,Fair,Discrimination,12,14020.0,100.0
21311,23,Female,Tvet,No,Unemployed,8,No,No,No,No,5,High,Moderate,Poor,Discrimination,12,5854.0,41.0
21312,35,Female,Tvet,Yes,Employed,19,No,No,No,No,2,Low,Moderate,Fair,Lack of Capital,8,14791.0,82.0
21313,19,Male,University,No,Self-employed,17,No,Yes,No,No,1,Low,Moderate,Poor,Movement Restriction,1,8129.0,54.0
21314,20,Male,Unknown,Yes,Unemployed,16,Yes,No,No,No,5,Low,Moderate,Good,No Work Permit,12,2469.0,29.0
21315,31,Male,Tvet,No,Unemployed,12,Yes,Yes,No,No,5,High,Low,Poor,Limited Education,9,4240.0,26.0
21316,21,Female,Secondary,Yes,Self-employed,17,No,No,No,Yes,4,Low,Moderate,Fair,Limited Education,4,20434.0,100.0
21317,34,Male,Primary,No,Employed,3,No,No,No,No,5,Low,High,Fair,Low Market Demand,12,3504.0,26.0
21318,23,Female,Tvet,No,Unemployed,18,Yes,No,Yes,No,4,Low,High,Good,No Work Permit,9,5381.0,51.0
21319,26,Male,Secondary,No,Employed,14,No,Yes,Yes,No,5,Medium,Moderate,Fair,Limited Education,6,9156.0,72.0
21320,21,Male,Secondary,Yes,Employed,11,No,No,No,No,5,High,Moderate,Poor,No Work Permit,1,13704.0,86.0
21321,24,Female,Unknown,No,Employed,3,No,No,No,No,1,Medium,High,Poor,Low Market Demand,8,9075.0,69.0
21322,21,Male,Unknown,No,Self-employed,12,Yes,No,Yes,No,3,Medium,Moderate,Poor,No Work Permit,10,14697.0,97.0
21323,28,Male,Tvet,No,Self-employed,7,No,No,Yes,No,2,Low,High,Poor,Movement Restriction,12,5112.0,48.0
21324,19,Female,College,No,Unemployed,7,No,Yes,No,No,5,Medium,High,Fair,Limited Education,1,3601.0,51.0
21325,27,Male,Unknown,Yes,Unemployed,18,No,Yes,No,No,3,High,Moderate,Fair,Discrimination,12,2757.0,36.0
21326,23,Other,Secondary,Yes,Self-employed,17,No,No,Yes,No,1,Medium,Moderate,Fair,Limited Education,12,11916.0,83.0
21327,25,Male,University,No,Self-employed,12,Yes,No,Yes,Yes,4,Low,High,Poor,Lack of Capital,7,2840.0,38.0
21328,32,Male,Primary,Yes,Unemployed,7,No,No,No,Yes,2,Low,High,Good,Low Market Demand,12,1943.0,42.0
21329,30,Male,Unknown,No,Self-employed,2,No,No,No,No,2,Medium,High,Good,Discrimination,7,13384.0,73.0
21330,19,Male,Secondary,Yes,Employed,17,No,No,No,No,3,High,Moderate,Poor,No Work Permit,12,9214.0,78.0
21331,18,Male,Tvet,No,Employed,19,Yes,No,No,No,3,Low,Moderate,Poor,Lack of Capital,9,9547.0,48.0
21332,32,Female,Unknown,No,Self-employed,3,No,No,No,Yes,0,High,Moderate,Fair,Movement Restriction,8,11140.0,79.0
21333,24,Female,Secondary,No,Employed,16,Yes,No,No,Yes,3,Low,High,Fair,No Work Permit,12,13475.0,73.0
21334,35,Female,Unknown,No,Employed,5,No,No,No,No,1,Low,Moderate,Poor,Discrimination,12,4759.0,45.0
21335,27,Male,Secondary,Yes,Unemployed,8,No,Yes,No,No,2,Low,High,Good,No Work Permit,12,842.0,24.0
21336,32,Male,Secondary,No,Unemployed,14,Yes,No,No,No,4,Medium,Low,Good,Limited Education,12,2299.0,33.0
21337,22,Male,Tvet,Yes,Unemployed,14,No,Yes,Yes,No,0,High,High,Good,Low Market Demand,12,11153.0,81.0
21338,28,Female,Unknown,No,Employed,17,No,No,No,Yes,2,Low,Low,Poor,Lack of Capital,7,12200.0,62.0
21339,25,Female,College,No,Self-employed,3,No,No,Yes,No,2,Low,Moderate,Good,No Work Permit,12,13540.0,85.0
21340,25,Male,Secondary,Yes,Unemployed,15,Yes,No,No,No,0,Low,High,Poor,Discrimination,12,8571.0,69.0
21341,23,Female,Tvet,No,Employed,12,No,No,Yes,No,1,Low,Low,Poor,Lack of Capital,12,15451.0,91.0
21342,32,Male,Unknown,Yes,Self-employed,4,No,Yes,Yes,Yes,5,Medium,Moderate,Fair,Movement Restriction,12,11480.0,61.0
21343,32,Female,Unknown,No,Self-employed,12,No,No,No,No,5,Low,Moderate,Good,Limited Education,4,6818.0,61.0
21344,22,Male,Unknown,Yes,Unemployed,2,Yes,No,No,Yes,5,Medium,Moderate,Fair,Low Market Demand,12,391.0,22.0
21345,30,Female,University,No,Unemployed,3,Yes,Yes,Yes,Yes,4,Low,High,Fair,Lack of Capital,7,4798.0,59.0
21346,31,Male,Secondary,No,Employed,2,No,Yes,No,No,2,Medium,High,Fair,Limited Education,12,6994.0,37.0
21347,28,Female,Tvet,No,Unemployed,2,No,No,Yes,No,1,Low,Moderate,Poor,Discrimination,12,5619.0,30.0
21348,29,Male,University,No,Unemployed,13,Yes,Yes,No,No,2,Medium,Moderate,Poor,Movement Restriction,12,11614.0,79.0
21349,18,Female,Secondary,Yes,Unemployed,13,Yes,No,No,No,1,Medium,High,Fair,Discrimination,9,2016.0,34.0
21350,20,Female,Secondary,Yes,Unemployed,10,Yes,No,Yes,No,0,Low,High,Fair,No Work Permit,12,1414.0,19.0
21351,25,Female,Primary,No,Employed,12,Yes,No,Yes,Yes,5,High,Moderate,Fair,Discrimination,4,9906.0,77.0
21352,29,Male,Secondary,Yes,Unemployed,3,No,Yes,No,No,3,Medium,Moderate,Poor,Movement Restriction,1,8183.0,64.0
21353,32,Female,Secondary,Yes,Self-employed,17,No,No,Yes,No,1,High,Moderate,Fair,Discrimination,12,9799.0,78.0
21354,20,Female,Secondary,Yes,Employed,16,No,No,No,Yes,2,High,Moderate,Poor,Lack of Capital,12,12870.0,95.0
21355,25,Male,Unknown,Yes,Unemployed,6,No,No,No,No,3,Low,Moderate,Poor,Lack of Capital,4,0.0,15.0
21356,23,Male,Primary,Yes,Unemployed,19,No,No,Yes,No,0,Low,High,Fair,Movement Restriction,3,3751.0,26.0
21357,35,Male,Primary,Yes,Unemployed,3,No,No,Yes,No,4,Low,Moderate,Good,Low Market Demand,12,6334.0,45.0
21358,28,Female,College,Yes,Employed,4,Yes,No,No,No,1,Low,Moderate,Poor,Movement Restriction,9,20826.0,100.0
21359,29,Male,Secondary,No,Unemployed,8,No,Yes,Yes,No,0,Low,High,Good,Movement Restriction,9,9153.0,63.0
21360,19,Female,University,Yes,Unemployed,7,Yes,No,No,No,4,Medium,High,Poor,Discrimination,11,8885.0,67.0
21361,22,Male,University,No,Employed,3,No,No,No,Yes,0,Low,Moderate,Fair,Lack of Capital,12,18194.0,100.0
21362,21,Male,College,No,Employed,1,Yes,No,Yes,No,5,Low,High,Fair,Lack of Capital,12,11845.0,69.0
21363,26,Female,Secondary,Yes,Employed,16,No,No,No,No,3,Low,High,Poor,Movement Restriction,11,12219.0,64.0
21364,30,Female,Secondary,No,Self-employed,14,Yes,No,No,No,3,Medium,Low,Fair,Low Market Demand,7,11933.0,66.0
21365,30,Male,University,Yes,Unemployed,1,Yes,No,Yes,No,1,Low,Moderate,Poor,No Work Permit,8,6169.0,48.0
21366,32,Male,Secondary,Yes,Employed,16,No,No,Yes,No,3,Medium,High,Poor,Low Market Demand,12,17752.0,89.0
21367,19,Female,Secondary,No,Unemployed,5,No,No,No,Yes,2,Low,Low,Good,Discrimination,12,2373.0,26.0
21368,30,Male,Unknown,No,Unemployed,16,Yes,No,Yes,No,3,Low,High,Poor,Limited Education,5,5517.0,45.0
21369,24,Male,Primary,No,Employed,4,Yes,No,No,No,2,Low,High,Fair,Discrimination,11,10228.0,65.0
21370,34,Female,Primary,Yes,Self-employed,6,No,Yes,No,Yes,4,Medium,High,Good,Lack of Capital,12,8697.0,62.0
21371,25,Female,Tvet,No,Self-employed,18,No,No,No,No,0,Medium,High,Poor,Discrimination,12,14990.0,100.0
21372,35,Male,Secondary,No,Self-employed,18,No,Yes,No,No,1,Low,Low,Poor,Low Market Demand,12,15983.0,97.0
21373,32,Male,Secondary,No,Unemployed,5,No,No,No,No,4,Low,Low,Good,Lack of Capital,12,0.0,25.0
21374,32,Male,College,Yes,Employed,1,No,No,Yes,No,1,Medium,High,Fair,Low Market Demand,9,18025.0,100.0
21375,22,Female,Primary,No,Self-employed,12,No,No,Yes,No,1,Medium,High,Fair,Discrimination,12,10555.0,70.0
21376,19,Female,Primary,No,Self-employed,19,No,No,Yes,No,5,Low,High,Poor,Lack of Capital,6,7456.0,63.0
21377,33,Male,Unknown,No,Unemployed,14,Yes,Yes,Yes,No,0,Medium,Low,Fair,Limited Education,7,41.0,20.0
21378,22,Female,Unknown,Yes,Self-employed,6,No,Yes,No,No,4,Medium,Moderate,Fair,Low Market Demand,1,6226.0,50.0
21379,23,Male,Tvet,Yes,Unemployed,15,No,No,No,No,2,Low,Low,Poor,Limited Education,2,2471.0,43.0
21380,29,Male,Primary,No,Unemployed,16,No,No,Yes,No,0,Low,Low,Fair,Discrimination,12,6687.0,81.0
21381,22,Other,Tvet,Yes,Unemployed,1,No,No,Yes,No,2,High,Low,Poor,Low Market Demand,6,0.0,22.0
21382,25,Female,Secondary,Yes,Unemployed,11,No,No,No,No,3,Medium,Moderate,Good,Lack of Capital,12,5962.0,52.0
21383,28,Male,Secondary,No,Unemployed,18,Yes,Yes,Yes,No,2,Medium,Low,Poor,Low Market Demand,7,6846.0,55.0
21384,31,Male,Primary,Yes,Unemployed,18,Yes,No,Yes,No,2,Medium,Moderate,Fair,Lack of Capital,7,6126.0,50.0
21385,34,Female,Unknown,No,Unemployed,14,No,No,Yes,No,4,Medium,High,Fair,Limited Education,8,3801.0,36.0
21386,27,Male,Tvet,No,Unemployed,9,No,No,No,No,5,Low,Moderate,Poor,No Work Permit,1,7157.0,46.0
21387,19,Male,Secondary,No,Unemployed,2,No,No,No,No,3,Low,Moderate,Good,No Work Permit,10,3242.0,40.0
21388,20,Male,Secondary,No,Employed,17,No,No,No,No,2,Medium,High,Good,Lack of Capital,12,10861.0,74.0
21389,30,Female,College,Yes,Unemployed,17,No,No,Yes,No,2,High,Moderate,Fair,Low Market Demand,2,8063.0,56.0
21390,34,Male,University,No,Employed,8,No,No,No,Yes,3,Low,Low,Fair,No Work Permit,12,16380.0,100.0
21391,20,Male,Tvet,No,Self-employed,2,Yes,No,No,No,3,High,Moderate,Fair,Discrimination,9,13909.0,86.0
21392,27,Female,Secondary,Yes,Employed,11,No,No,No,No,3,Medium,High,Good,Lack of Capital,12,14626.0,78.0
21393,25,Male,Unknown,No,Employed,1,No,No,No,No,3,Low,Moderate,Poor,Discrimination,10,13628.0,96.0
21394,21,Female,Unknown,No,Unemployed,16,No,No,Yes,No,0,Low,High,Good,Lack of Capital,8,3162.0,23.0
21395,30,Female,Unknown,Yes,Employed,7,Yes,Yes,Yes,No,0,Medium,Low,Fair,Discrimination,12,7765.0,61.0
21396,24,Male,University,No,Unemployed,17,No,No,No,No,4,High,Low,Fair,Limited Education,10,7083.0,60.0
21397,24,Male,University,No,Self-employed,11,Yes,No,Yes,No,2,Medium,High,Good,Movement Restriction,12,9971.0,53.0
21398,33,Female,Tvet,Yes,Unemployed,2,Yes,Yes,No,No,4,Low,Moderate,Good,Low Market Demand,2,5655.0,44.0
21399,22,Female,Unknown,Yes,Employed,3,No,No,Yes,No,0,Low,Moderate,Poor,Movement Restriction,10,7141.0,53.0
21400,34,Female,College,No,Unemployed,12,Yes,No,Yes,No,0,Medium,Low,Poor,Limited Education,12,3303.0,55.0
21401,27,Female,University,No,Unemployed,12,Yes,No,No,Yes,1,Low,High,Poor,Lack of Capital,12,3743.0,46.0
21402,21,Male,Tvet,Yes,Employed,17,Yes,No,Yes,Yes,1,Medium,High,Fair,Limited Education,12,14311.0,100.0
21403,31,Female,Secondary,No,Self-employed,10,No,No,Yes,No,3,Medium,High,Poor,Movement Restriction,12,5985.0,40.0
21404,22,Male,Primary,Yes,Self-employed,5,Yes,No,No,Yes,0,High,Moderate,Poor,Lack of Capital,12,17312.0,100.0
21405,19,Male,Secondary,No,Employed,13,No,No,No,Yes,4,Medium,Low,Good,Limited Education,12,8862.0,69.0
21406,31,Female,College,Yes,Unemployed,10,No,No,Yes,No,4,Low,Low,Good,No Work Permit,12,11788.0,81.0
21407,35,Female,Secondary,No,Unemployed,8,No,No,Yes,No,4,High,High,Fair,Limited Education,12,4597.0,22.0
21408,28,Female,University,No,Unemployed,8,No,No,No,No,5,High,Low,Good,Lack of Capital,12,7737.0,50.0
21409,33,Female,Primary,No,Self-employed,8,No,No,No,No,5,Low,Moderate,Poor,No Work Permit,9,9817.0,50.0
21410,35,Female,Unknown,Yes,Employed,14,Yes,No,No,No,4,Low,Moderate,Poor,Discrimination,12,15750.0,96.0
21411,33,Male,Tvet,No,Unemployed,8,Yes,No,No,No,4,High,Low,Good,Discrimination,12,12312.0,100.0
21412,21,Male,Primary,No,Employed,6,No,No,No,No,1,High,Low,Poor,Discrimination,12,7480.0,55.0
21413,18,Female,Secondary,Yes,Self-employed,6,Yes,Yes,No,No,2,Low,High,Poor,Movement Restriction,12,14377.0,89.0
21414,31,Male,University,Yes,Employed,9,No,No,No,No,5,Low,High,Fair,Low Market Demand,12,21026.0,100.0
21415,29,Male,Secondary,Yes,Self-employed,3,No,No,Yes,No,0,Low,Low,Poor,No Work Permit,9,17302.0,100.0
21416,27,Female,University,No,Unemployed,19,No,No,No,No,5,Low,Moderate,Poor,Discrimination,12,11917.0,70.0
21417,21,Female,Secondary,Yes,Self-employed,8,No,No,No,Yes,4,Low,High,Poor,Movement Restriction,3,10084.0,78.0
21418,20,Female,Unknown,No,Unemployed,7,No,No,No,No,3,Low,Low,Good,Low Market Demand,2,0.0,2.0
21419,21,Female,Tvet,No,Unemployed,13,No,Yes,No,No,5,Medium,Moderate,Poor,Low Market Demand,12,6897.0,45.0
21420,32,Female,University,Yes,Unemployed,11,No,Yes,No,No,5,Medium,Moderate,Good,No Work Permit,9,12357.0,78.0
21421,28,Female,Tvet,Yes,Unemployed,15,Yes,No,No,No,4,High,Low,Poor,Movement Restriction,11,2493.0,25.0
21422,33,Female,Unknown,No,Employed,19,Yes,No,Yes,Yes,2,Low,High,Fair,Discrimination,12,9448.0,59.0
21423,21,Female,Tvet,Yes,Employed,3,No,Yes,Yes,No,0,Medium,Moderate,Fair,Discrimination,12,18779.0,100.0
21424,23,Male,Primary,No,Unemployed,10,No,No,Yes,No,4,Medium,High,Fair,No Work Permit,12,0.0,15.0
21425,25,Female,Primary,No,Unemployed,13,Yes,No,No,No,3,Medium,Low,Fair,Movement Restriction,7,6495.0,41.0
21426,30,Male,Unknown,No,Employed,5,No,No,No,No,5,Medium,Moderate,Poor,Movement Restriction,12,8027.0,46.0
21427,21,Male,Unknown,No,Employed,14,No,Yes,No,No,2,Medium,Moderate,Fair,Movement Restriction,12,6050.0,65.0
21428,22,Male,Unknown,No,Unemployed,5,No,Yes,No,No,1,Medium,Moderate,Poor,Low Market Demand,12,4822.0,51.0
21429,27,Male,Tvet,Yes,Unemployed,6,No,No,No,No,4,Low,High,Good,No Work Permit,9,3849.0,53.0
21430,22,Male,University,Yes,Employed,12,No,No,No,No,2,Low,Moderate,Poor,Limited Education,12,14340.0,100.0
21431,29,Female,College,No,Unemployed,1,No,No,Yes,No,2,Low,High,Good,No Work Permit,12,10227.0,67.0
21432,18,Female,Secondary,No,Self-employed,8,No,No,No,No,2,Low,Moderate,Fair,Limited Education,6,12660.0,100.0
21433,27,Male,Unknown,Yes,Unemployed,2,No,No,No,No,1,High,Low,Poor,Movement Restriction,7,9021.0,60.0
21434,22,Male,Secondary,No,Unemployed,8,No,No,Yes,No,2,Low,Low,Fair,Limited Education,5,4618.0,30.0
21435,29,Female,Unknown,No,Employed,11,No,No,No,No,4,Low,Moderate,Poor,Limited Education,12,8439.0,49.0
21436,33,Male,University,No,Unemployed,4,No,No,No,No,1,Medium,Moderate,Poor,Lack of Capital,12,8447.0,51.0
21437,22,Female,Unknown,Yes,Unemployed,17,No,No,No,No,3,High,High,Good,Limited Education,12,0.0,29.0
21438,34,Female,Primary,Yes,Unemployed,13,No,Yes,Yes,No,5,Medium,Low,Fair,Movement Restriction,12,3837.0,46.0
21439,31,Female,College,No,Employed,9,No,No,No,No,3,Low,High,Good,No Work Permit,12,13430.0,93.0
21440,29,Male,Tvet,Yes,Unemployed,9,Yes,Yes,No,No,2,Medium,High,Fair,Lack of Capital,12,8977.0,75.0
21441,30,Female,College,No,Employed,4,Yes,No,No,No,4,High,Low,Fair,Movement Restriction,11,14073.0,80.0
21442,31,Female,Unknown,No,Employed,15,No,No,No,No,2,Low,High,Poor,Low Market Demand,12,6642.0,54.0
21443,22,Female,Tvet,Yes,Unemployed,8,No,Yes,No,No,1,Medium,Moderate,Fair,No Work Permit,12,4836.0,43.0
21444,22,Female,Secondary,No,Unemployed,7,No,Yes,No,Yes,4,High,Low,Good,Low Market Demand,12,487.0,18.0
21445,35,Female,Unknown,No,Employed,17,No,No,No,Yes,4,Low,Low,Good,Low Market Demand,12,2254.0,26.0
21446,31,Male,College,Yes,Self-employed,17,No,Yes,Yes,No,5,Low,Low,Poor,Limited Education,3,9763.0,69.0
21447,35,Female,Secondary,Yes,Unemployed,13,No,Yes,No,No,4,Medium,Low,Fair,No Work Permit,3,6047.0,48.0
21448,18,Male,College,No,Employed,12,No,No,Yes,No,3,Low,Moderate,Poor,Lack of Capital,12,11778.0,74.0
21449,24,Female,Primary,No,Employed,12,Yes,No,No,Yes,0,Low,Moderate,Fair,Discrimination,3,4448.0,34.0
21450,34,Other,Secondary,Yes,Employed,2,Yes,No,No,No,4,Low,Moderate,Fair,No Work Permit,12,12445.0,86.0
21451,20,Male,Primary,Yes,Unemployed,18,Yes,No,No,No,1,Low,High,Poor,Lack of Capital,12,1381.0,20.0
21452,27,Male,Unknown,Yes,Unemployed,12,No,No,No,No,3,Low,High,Fair,No Work Permit,12,4702.0,37.0
21453,24,Male,College,No,Employed,18,No,No,Yes,Yes,2,Medium,Low,Good,Low Market Demand,12,18074.0,100.0
21454,29,Male,Unknown,No,Employed,8,No,No,No,No,3,Medium,High,Fair,Movement Restriction,12,8913.0,58.0
21455,32,Male,Tvet,Yes,Unemployed,3,No,Yes,Yes,No,5,Medium,High,Good,Movement Restriction,12,5004.0,44.0
21456,33,Female,Primary,No,Unemployed,14,No,No,No,No,0,High,Low,Poor,Limited Education,12,5445.0,52.0
21457,25,Female,Secondary,Yes,Unemployed,3,No,No,Yes,No,1,Low,Low,Good,Discrimination,12,6226.0,49.0
21458,23,Female,Secondary,Yes,Unemployed,4,No,No,No,No,4,High,Moderate,Poor,Discrimination,12,4241.0,24.0
21459,21,Male,College,No,Unemployed,2,No,No,No,No,1,Medium,High,Poor,Movement Restriction,9,8319.0,64.0
21460,28,Male,Secondary,Yes,Employed,14,Yes,No,No,No,5,High,High,Fair,Limited Education,12,12036.0,93.0
21461,34,Female,Primary,No,Unemployed,18,Yes,Yes,No,No,5,Medium,Moderate,Fair,No Work Permit,12,11442.0,91.0
21462,19,Female,Secondary,No,Self-employed,9,No,No,No,Yes,2,High,High,Fair,Lack of Capital,12,14117.0,99.0
21463,23,Female,Primary,Yes,Employed,2,Yes,Yes,No,No,1,Medium,Moderate,Fair,Low Market Demand,12,4190.0,28.0
21464,21,Male,Tvet,No,Employed,5,No,No,No,No,1,Low,Moderate,Poor,Discrimination,6,16126.0,92.0
21465,20,Female,Tvet,No,Unemployed,3,No,No,No,No,5,High,Low,Good,Lack of Capital,5,6148.0,51.0
21466,24,Male,Secondary,No,Self-employed,15,No,Yes,No,No,2,Medium,High,Fair,Limited Education,12,12767.0,86.0
21467,24,Male,University,Yes,Unemployed,6,No,No,Yes,No,1,Medium,High,Poor,Limited Education,6,8967.0,58.0
21468,33,Female,University,No,Employed,16,No,No,No,No,3,High,High,Poor,Lack of Capital,12,12737.0,85.0
21469,19,Male,Secondary,No,Unemployed,3,Yes,No,No,No,3,Medium,High,Fair,Lack of Capital,12,5818.0,48.0
21470,25,Male,College,No,Unemployed,9,Yes,No,No,No,4,Medium,High,Good,Movement Restriction,5,9352.0,55.0
21471,32,Female,University,Yes,Employed,7,No,No,Yes,No,5,High,Moderate,Poor,Limited Education,12,19195.0,100.0
21472,33,Female,Primary,Yes,Unemployed,11,No,Yes,No,No,3,Low,High,Poor,Discrimination,11,7866.0,64.0
21473,18,Male,Tvet,Yes,Unemployed,13,Yes,No,No,No,0,Low,Low,Poor,Discrimination,12,11315.0,35.0
21474,27,Male,College,Yes,Employed,7,No,Yes,No,No,1,Medium,Low,Poor,Movement Restriction,12,13795.0,96.0
21475,24,Female,Secondary,No,Unemployed,17,No,Yes,No,Yes,1,Low,High,Poor,Limited Education,12,0.0,29.0
21476,33,Female,College,Yes,Unemployed,4,No,No,Yes,No,2,Medium,Moderate,Good,Lack of Capital,12,5834.0,39.0
21477,27,Male,Primary,No,Employed,11,No,No,No,No,4,Low,Low,Fair,Discrimination,12,6546.0,24.0
21478,29,Female,Primary,No,Self-employed,18,Yes,Yes,Yes,No,5,Medium,High,Fair,No Work Permit,12,5166.0,58.0
21479,34,Male,Secondary,Yes,Unemployed,17,No,Yes,Yes,Yes,3,Medium,Moderate,Fair,Discrimination,10,6287.0,49.0
21480,30,Female,Secondary,No,Unemployed,9,Yes,No,No,No,4,Low,High,Poor,Lack of Capital,12,3662.0,39.0
21481,29,Female,College,Yes,Unemployed,9,No,No,No,No,3,Low,Moderate,Fair,Lack of Capital,9,4104.0,58.0
21482,32,Male,Unknown,Yes,Unemployed,19,No,No,No,Yes,2,Low,High,Fair,Discrimination,12,0.0,34.0
21483,31,Female,Primary,No,Unemployed,6,No,No,No,No,0,Low,Low,Fair,Low Market Demand,12,5668.0,57.0
21484,31,Other,Tvet,No,Employed,2,No,No,No,No,1,Low,High,Good,No Work Permit,12,10976.0,78.0
21485,35,Female,University,Yes,Self-employed,1,No,No,Yes,No,1,Low,High,Fair,No Work Permit,12,13486.0,79.0
21486,22,Male,College,No,Self-employed,1,No,Yes,No,No,0,Low,Low,Poor,Lack of Capital,6,8197.0,61.0
21487,23,Male,Unknown,Yes,Employed,8,Yes,No,Yes,No,1,Low,High,Poor,Discrimination,6,17912.0,100.0
21488,35,Other,Primary,Yes,Employed,14,Yes,No,No,No,4,Medium,High,Poor,Limited Education,12,8600.0,80.0
21489,31,Female,College,No,Employed,6,No,No,No,Yes,0,Medium,High,Poor,Low Market Demand,12,10915.0,89.0
21490,21,Male,Secondary,Yes,Employed,14,Yes,No,Yes,Yes,0,High,Moderate,Fair,Limited Education,12,12706.0,98.0
21491,18,Male,Unknown,Yes,Unemployed,10,No,No,No,No,0,Medium,High,Fair,No Work Permit,9,3639.0,57.0
21492,30,Male,Tvet,No,Employed,6,No,No,Yes,No,4,High,Moderate,Poor,No Work Permit,3,12721.0,93.0
21493,28,Female,Unknown,Yes,Unemployed,11,No,No,Yes,No,4,Medium,Low,Good,Low Market Demand,12,4290.0,45.0
21494,20,Male,College,No,Self-employed,14,No,No,No,No,0,Medium,Low,Good,Limited Education,11,17457.0,100.0
21495,34,Male,University,Yes,Employed,2,No,Yes,Yes,Yes,3,Medium,Moderate,Fair,No Work Permit,5,18890.0,100.0
